brinnummer_duo,opleidingscode_duo,instellingsnaam_duo,croho_onderdeel_duo,croho_subonderdeel_duo,opleidingsnaam_duo,ho_type,soortopleiding_duo,2015_man_i,2015_vrouw_i,2016_man_i,2016_vrouw_i,2017_man_i,2017_vrouw_i,2018_man_i,2018_vrouw_i,2019_man_i,2019_vrouw_i,2015_tot_i,2016_tot_i,2017_tot_i,2018_tot_i,2019_tot_i,2014_man_d,2014_vrouw_d,2015_man_d,2015_vrouw_d,2016_man_d,2016_vrouw_d,2017_man_d,2017_vrouw_d,2018_man_d,2018_vrouw_d,2014_tot_d,2015_tot_d,2016_tot_d,2017_tot_d,2018_tot_d,gemeentenummer_duo,cluster_sdb,sector_sdb,actieveopleiding_sdb,naamopleidingengels_sdb,eerstejaarsaantal_sdb,studentenaantal_sdb,_merge,tech_keyword,tech_label
21PH,56615,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,bachelor,32.0,52.0,34.0,80.0,27.0,80.0,28.0,80.0,35.0,76.0,84.0,114.0,107.0,108.0,111.0,15.0,53.0,13.0,47.0,8.0,14.0,9.0,19.0,13.0,24.0,68.0,60.0,22.0,28.0,37.0,"['80', '363', '153']",Communicatie,Taal en Communicatie,1.0,Communication Science,73.0,226.0,both,,growth
21PH,60713,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communication Studies,wo,master,20.0,72.0,21.0,74.0,22.0,51.0,27.0,52.0,18.0,54.0,92.0,95.0,73.0,79.0,72.0,39.0,71.0,35.0,89.0,23.0,65.0,16.0,66.0,26.0,60.0,110.0,124.0,88.0,82.0,86.0,"['80', '363', '153']",Communicatie,Taal en Communicatie,1.0,Communication Science,50.0,0.0,both,,growth
21PH,50002,Universiteit Twente,techniek,n.v.t. (techniek),Advanced Technology,wo,bachelor,55.0,12.0,58.0,9.0,50.0,14.0,61.0,8.0,34.0,11.0,67.0,67.0,64.0,69.0,45.0,50.0,6.0,46.0,11.0,34.0,6.0,30.0,8.0,44.0,9.0,56.0,57.0,40.0,38.0,53.0,"['80', '363', '153']",Constructiestudies,Interdisciplinair,1.0,Advanced Technology,77.0,247.0,both,technology,developer
21PH,50447,Universiteit Twente,techniek,n.v.t. (techniek),Creative Technology,wo,bachelor,55.0,28.0,54.0,35.0,68.0,45.0,72.0,40.0,75.0,42.0,83.0,89.0,113.0,112.0,117.0,45.0,19.0,34.0,13.0,35.0,22.0,47.0,20.0,52.0,30.0,64.0,47.0,57.0,67.0,82.0,"['80', '363', '153']",Informatie- en Communicatietechnologie,Interdisciplinair,1.0,Creative Technology,121.0,377.0,both,"creative, technology",developer
21PH,56066,Universiteit Twente,techniek,n.v.t. (techniek),Business Information Technology,wo,bachelor,29.0,0.0,36.0,7.0,36.0,13.0,66.0,15.0,52.0,12.0,29.0,43.0,49.0,81.0,64.0,13.0,2.0,24.0,7.0,25.0,2.0,19.0,1.0,17.0,5.0,15.0,31.0,27.0,20.0,22.0,"['80', '363', '153']",Informatiekunde,Exact en Informatica,1.0,Business Information Technology,99.0,182.0,both,"information, technology",support
21PH,56955,Universiteit Twente,techniek,n.v.t. (techniek),Industrieel Ontwerpen,wo,bachelor,42.0,40.0,60.0,29.0,69.0,56.0,77.0,46.0,70.0,64.0,82.0,89.0,125.0,123.0,134.0,63.0,37.0,47.0,43.0,54.0,35.0,34.0,34.0,35.0,33.0,100.0,90.0,89.0,68.0,68.0,"['80', '363', '153']",Industrieel ontwerpen,Techniek,1.0,Industrial Design Engineering,142.0,386.0,both,"design, engineer",designer
21PH,56964,Universiteit Twente,techniek,n.v.t. (techniek),Technische Informatica,wo,bachelor,53.0,4.0,99.0,9.0,126.0,11.0,155.0,24.0,0.0,0.0,57.0,108.0,137.0,179.0,0.0,32.0,5.0,40.0,4.0,42.0,3.0,45.0,1.0,20.0,1.0,37.0,44.0,45.0,46.0,21.0,"['80', '363', '153']",,,1.0,Technische Informatica,179.0,179.0,left_only,informatica,developer
21PH,59335,Universiteit Twente,techniek,n.v.t. (techniek),Technical Computer Science,wo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,33.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,25.0,"['80', '363', '153']",Informatica,Exact en Informatica,1.0,Technical Computer Science,201.0,443.0,both,computer science,developer
21PH,60025,Universiteit Twente,techniek,n.v.t. (techniek),Business Information Technology,wo,master,14.0,2.0,25.0,4.0,28.0,8.0,22.0,8.0,24.0,11.0,16.0,29.0,36.0,30.0,35.0,20.0,4.0,10.0,5.0,12.0,5.0,19.0,2.0,21.0,9.0,24.0,15.0,17.0,21.0,30.0,"['80', '363', '153']",Informatiekunde,Exact en Informatica,1.0,Business Information Technology,21.0,90.0,both,"information, technology",support
21PH,60029,Universiteit Twente,techniek,n.v.t. (techniek),Industrial Engineering and Management,wo,master,50.0,17.0,42.0,17.0,54.0,25.0,69.0,21.0,64.0,20.0,67.0,59.0,79.0,90.0,84.0,52.0,9.0,55.0,14.0,41.0,17.0,48.0,11.0,55.0,29.0,61.0,69.0,58.0,59.0,84.0,"['80', '363', '153']",Bedrijfskunde,Economie en Bedrijf,1.0,Industrial Engineering and Management,45.0,237.0,both,engineer,data
21PH,60030,Universiteit Twente,techniek,n.v.t. (techniek),Interaction Technology,wo,master,28.0,14.0,18.0,18.0,21.0,12.0,25.0,22.0,34.0,36.0,42.0,36.0,33.0,47.0,70.0,14.0,4.0,11.0,2.0,15.0,8.0,22.0,15.0,11.0,12.0,18.0,13.0,23.0,37.0,23.0,"['80', '363', '153']",Kunstmatige Intelligentie,Exact en Informatica,1.0,Interaction Technology,45.0,110.0,both,technology,developer
21PH,60032,Universiteit Twente,techniek,n.v.t. (techniek),Internet Science and Technology,wo,master,1.0,0.0,4.0,0.0,4.0,2.0,3.0,0.0,2.0,1.0,1.0,4.0,6.0,3.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,0.0,1.0,4.0,"['80', '363', '153']",,,1.0,Internet Science and Technology,3.0,3.0,left_only,technology,developer
21PH,60300,Universiteit Twente,techniek,n.v.t. (techniek),Computer Science,wo,master,45.0,9.0,46.0,12.0,59.0,7.0,61.0,9.0,76.0,20.0,54.0,58.0,66.0,70.0,96.0,38.0,3.0,36.0,1.0,29.0,4.0,40.0,7.0,53.0,11.0,41.0,37.0,33.0,47.0,64.0,"['80', '363', '153']",Informatica,Exact en Informatica,1.0,Computer Science,53.0,203.0,both,computer science,developer
21PH,60331,Universiteit Twente,techniek,n.v.t. (techniek),Embedded Systems,wo,master,24.0,2.0,19.0,2.0,34.0,1.0,25.0,2.0,37.0,9.0,26.0,21.0,35.0,27.0,46.0,8.0,0.0,19.0,0.0,13.0,1.0,19.0,1.0,17.0,1.0,8.0,19.0,14.0,20.0,18.0,"['80', '363', '153']",Elektrotechniek,Techniek,1.0,Embedded Systems,14.0,84.0,both,,developer
21PH,66955,Universiteit Twente,techniek,n.v.t. (techniek),Industrial Design Engineering,wo,master,46.0,33.0,38.0,33.0,46.0,30.0,36.0,37.0,49.0,28.0,79.0,71.0,76.0,73.0,77.0,40.0,30.0,40.0,30.0,34.0,19.0,36.0,29.0,42.0,25.0,70.0,70.0,53.0,65.0,67.0,"['80', '363', '153']",Industrieel ontwerpen,Techniek,1.0,Industrial Design Engineering,39.0,227.0,both,"design, engineer",designer
21PI,60106,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Bioinformatics,wo,master,14.0,11.0,9.0,11.0,15.0,12.0,21.0,16.0,24.0,12.0,25.0,20.0,27.0,37.0,36.0,12.0,3.0,15.0,7.0,15.0,6.0,5.0,12.0,13.0,13.0,15.0,22.0,21.0,17.0,26.0,"['80', '289', '758', '363']",Toegepaste biowetenschappen,Techniek,1.0,Bioinformatics,33.0,85.0,both,,developer
21PJ,60018,Maastricht University,economie,n.v.t. (economie),Information and Network Economics,wo,master,3.0,4.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,0.0,0.0,5.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0,7.0,5.0,5.0,7.0,0.0,"['935', '983', '1883']",,,1.0,Information and Network Economics,0.0,0.0,left_only,information,support
21PJ,60959,Maastricht University,economie,n.v.t. (economie),Business Intelligence and Smart Services,wo,master,0.0,0.0,0.0,0.0,19.0,10.0,30.0,9.0,28.0,13.0,0.0,0.0,29.0,39.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,27.0,8.0,0.0,0.0,0.0,14.0,35.0,"['935', '983', '1883']",Economie,Economie en Bedrijf,1.0,Business Intelligence and Smart Services,42.0,0.0,both,intelligence,data
21PJ,50300,Maastricht University,natuur,n.v.t. (natuur),Data Science and Knowledge Engineering,wo,bachelor,56.0,19.0,51.0,8.0,83.0,20.0,101.0,35.0,98.0,34.0,75.0,59.0,103.0,136.0,132.0,14.0,4.0,25.0,5.0,26.0,3.0,30.0,11.0,27.0,10.0,18.0,30.0,29.0,41.0,37.0,"['935', '983', '1883']",Kunstmatige Intelligentie,Exact en Informatica,1.0,Data Science and Knowledge Engineering,158.0,328.0,both,"data, engineer",data
21PJ,60002,Maastricht University,taal en cultuur,n.v.t. (taal en cultuur),"European Studies on Society, Science and Technology",wo,master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,17.0,"['935', '983', '1883']",,,1.0,"European Studies on Society, Science and Technology",0.0,0.0,left_only,technology,data
21PK,56615,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,bachelor,49.0,150.0,104.0,317.0,126.0,361.0,91.0,415.0,124.0,426.0,199.0,421.0,487.0,506.0,550.0,67.0,186.0,46.0,154.0,40.0,173.0,34.0,122.0,50.0,194.0,253.0,200.0,213.0,156.0,244.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication Science,590.0,1407.0,both,,growth
21PK,60163,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communication Science (research),wo,master,3.0,12.0,1.0,11.0,5.0,29.0,7.0,16.0,10.0,36.0,15.0,12.0,34.0,23.0,46.0,5.0,24.0,9.0,22.0,4.0,14.0,1.0,15.0,5.0,29.0,29.0,31.0,18.0,16.0,34.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication Science (research),15.0,62.0,both,,growth
21PK,66615,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,master,79.0,224.0,56.0,216.0,52.0,219.0,52.0,216.0,49.0,212.0,303.0,272.0,271.0,268.0,261.0,86.0,252.0,75.0,248.0,57.0,223.0,55.0,215.0,56.0,217.0,338.0,323.0,280.0,270.0,273.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication Science,152.0,0.0,both,,growth
21PK,56573,Universiteit van Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Medische Informatiekunde,wo,bachelor,23.0,20.0,10.0,21.0,6.0,19.0,10.0,16.0,11.0,25.0,43.0,31.0,25.0,26.0,36.0,7.0,5.0,8.0,10.0,15.0,15.0,22.0,16.0,9.0,16.0,12.0,18.0,30.0,38.0,25.0,['363'],Informatiekunde,Exact en Informatica,1.0,Medical Informatics,31.0,89.0,both,,developer
21PK,56842,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Informatiekunde,wo,bachelor,43.0,14.0,25.0,17.0,44.0,10.0,45.0,17.0,56.0,12.0,57.0,42.0,54.0,62.0,68.0,22.0,8.0,32.0,10.0,31.0,4.0,42.0,18.0,42.0,18.0,30.0,42.0,35.0,60.0,60.0,['363'],Informatiekunde,Exact en Informatica,1.0,Information Science,99.0,288.0,both,information,developer
21PK,56978,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Informatica,wo,bachelor,57.0,3.0,80.0,5.0,64.0,5.0,79.0,8.0,105.0,8.0,60.0,85.0,69.0,87.0,113.0,29.0,3.0,54.0,3.0,44.0,3.0,52.0,3.0,51.0,4.0,32.0,57.0,47.0,55.0,55.0,['363'],Informatica,Exact en Informatica,1.0,Computing Science,121.0,353.0,both,,developer
21PK,56981,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Kunstmatige Intelligentie,wo,bachelor,52.0,13.0,90.0,24.0,103.0,31.0,66.0,34.0,61.0,16.0,65.0,114.0,134.0,100.0,77.0,27.0,3.0,31.0,6.0,39.0,11.0,34.0,8.0,42.0,13.0,30.0,37.0,50.0,42.0,55.0,['363'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,109.0,414.0,both,"artificial, intelligence",developer
21PK,60227,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Security and Network Engineering,wo,master,30.0,1.0,24.0,2.0,27.0,0.0,25.0,2.0,34.0,4.0,31.0,26.0,27.0,27.0,38.0,27.0,1.0,30.0,3.0,19.0,2.0,26.0,0.0,13.0,0.0,28.0,33.0,21.0,26.0,13.0,['363'],Informatica,Exact en Informatica,1.0,Security and Network Engineering,27.0,0.0,both,engineer,developer
21PK,60228,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Software Engineering,wo,master,30.0,2.0,41.0,2.0,43.0,4.0,35.0,5.0,26.0,2.0,32.0,43.0,47.0,40.0,28.0,31.0,4.0,31.0,2.0,33.0,3.0,43.0,2.0,37.0,4.0,35.0,33.0,36.0,45.0,41.0,['363'],Informatica,Exact en Informatica,1.0,Software Engineering,44.0,0.0,both,"software, engineer",developer
21PK,60229,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Information Studies,wo,master,97.0,29.0,98.0,48.0,113.0,49.0,127.0,49.0,110.0,42.0,126.0,146.0,162.0,176.0,152.0,76.0,27.0,83.0,28.0,83.0,45.0,115.0,63.0,128.0,46.0,103.0,111.0,128.0,178.0,174.0,['363'],Informatiekunde,Exact en Informatica,1.0,Information Studies,201.0,0.0,both,information,developer
21PK,60299,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Computational Science,wo,master,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,7.0,1.0,12.0,5.0,12.0,4.0,9.0,1.0,2.0,0.0,8.0,17.0,16.0,10.0,2.0,['363'],,,1.0,Computational Science,0.0,0.0,left_only,,developer
21PK,65014,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Computer Science (joint degree),wo,master,0.0,0.0,11.0,0.0,14.0,3.0,61.0,14.0,15.0,2.0,0.0,11.0,17.0,75.0,17.0,0.0,,0.0,,0.0,,9.0,,6.0,,0.0,0.0,0.0,9.0,6.0,['363'],,,1.0,Computer Science (joint degree),75.0,75.0,left_only,computer science,developer
21PK,65015,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Computational Science (joint degree),wo,master,0.0,0.0,30.0,3.0,34.0,13.0,42.0,14.0,38.0,30.0,0.0,33.0,47.0,56.0,68.0,0.0,0.0,0.0,0.0,4.0,3.0,12.0,4.0,22.0,4.0,0.0,0.0,7.0,16.0,26.0,['363'],Informatica,Exact en Informatica,1.0,Computational Science (joint degree),63.0,144.0,both,,developer
21PK,66981,Universiteit van Amsterdam,natuur,n.v.t. (natuur),Artificial Intelligence,wo,master,44.0,12.0,66.0,14.0,101.0,31.0,139.0,29.0,72.0,20.0,56.0,80.0,132.0,168.0,92.0,18.0,5.0,22.0,5.0,28.0,12.0,45.0,8.0,85.0,24.0,23.0,27.0,40.0,53.0,109.0,['363'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,196.0,414.0,both,"artificial, intelligence",developer
21PK,60833,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- & Informatiewetenschappen,wo,master,2.0,7.0,2.0,13.0,1.0,7.0,5.0,10.0,4.0,10.0,9.0,15.0,8.0,15.0,14.0,0.0,9.0,2.0,10.0,2.0,6.0,1.0,11.0,1.0,12.0,9.0,12.0,8.0,12.0,13.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication & Information Studies,20.0,30.0,both,information,growth
21PK,60834,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- & Informatiewetenschappen (research),wo,master,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,0.0,4.0,5.0,7.0,6.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,8.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication & Information Studies (research),0.0,13.0,both,information,growth
21PL,60048,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Marketing,wo,master,60.0,102.0,56.0,66.0,47.0,95.0,67.0,113.0,48.0,108.0,162.0,122.0,142.0,180.0,156.0,53.0,73.0,57.0,100.0,61.0,82.0,41.0,76.0,55.0,113.0,126.0,157.0,143.0,117.0,168.0,['363'],Bedrijfskunde,Economie en Bedrijf,1.0,Marketing,186.0,0.0,both,marketing,growth
21PL,56615,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,bachelor,34.0,124.0,34.0,118.0,26.0,113.0,26.0,88.0,34.0,107.0,158.0,152.0,139.0,114.0,141.0,35.0,77.0,25.0,70.0,19.0,64.0,17.0,47.0,12.0,57.0,112.0,95.0,83.0,64.0,69.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication Science,68.0,317.0,both,,growth
21PL,66615,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,master,32.0,143.0,36.0,105.0,30.0,107.0,19.0,115.0,19.0,86.0,175.0,141.0,137.0,134.0,105.0,34.0,101.0,44.0,132.0,32.0,106.0,28.0,115.0,15.0,113.0,135.0,176.0,138.0,143.0,128.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication Science,138.0,0.0,both,,growth
21PL,50426,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Computer Science,wo,bachelor,45.0,10.0,105.0,18.0,131.0,31.0,121.0,38.0,133.0,31.0,55.0,123.0,162.0,159.0,164.0,23.0,0.0,24.0,3.0,29.0,2.0,32.0,8.0,55.0,9.0,23.0,27.0,31.0,40.0,64.0,['363'],Informatica,Exact en Informatica,1.0,Computer Science,181.0,495.0,both,computer science,developer
21PL,56856,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Business Analytics,wo,bachelor,43.0,20.0,56.0,34.0,60.0,36.0,58.0,25.0,73.0,35.0,63.0,90.0,96.0,83.0,108.0,16.0,7.0,28.0,11.0,44.0,15.0,42.0,19.0,29.0,24.0,23.0,39.0,59.0,61.0,53.0,['363'],Wiskunde,Exact en Informatica,1.0,Business Analytics,110.0,342.0,both,analytic,data
21PL,56869,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Information Sciences,wo,bachelor,34.0,17.0,32.0,11.0,29.0,9.0,26.0,11.0,8.0,1.0,51.0,43.0,38.0,37.0,9.0,32.0,5.0,32.0,8.0,30.0,10.0,43.0,14.0,30.0,7.0,37.0,40.0,40.0,57.0,37.0,['363'],,,1.0,Information Sciences,37.0,37.0,left_only,information,developer
21PL,56945,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Artificial Intelligence,wo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,58.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,22.0,['363'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,75.0,173.0,both,"artificial, intelligence",developer
21PL,56983,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Lifestyle Informatics,wo,bachelor,9.0,8.0,12.0,15.0,12.0,23.0,26.0,21.0,0.0,0.0,17.0,27.0,35.0,47.0,0.0,7.0,21.0,15.0,15.0,13.0,9.0,22.0,8.0,0.0,0.0,28.0,30.0,22.0,30.0,0.0,['363'],,,1.0,Lifestyle Informatics,47.0,47.0,left_only,,developer
21PL,60106,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Bioinformatics,wo,master,12.0,7.0,17.0,10.0,21.0,12.0,0.0,0.0,0.0,0.0,19.0,27.0,33.0,0.0,0.0,9.0,7.0,15.0,4.0,8.0,3.0,7.0,9.0,3.0,1.0,16.0,19.0,11.0,16.0,4.0,['363'],,,1.0,Bioinformatics,0.0,0.0,left_only,,developer
21PL,60255,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Information Sciences,wo,master,44.0,7.0,26.0,14.0,25.0,13.0,26.0,20.0,35.0,11.0,51.0,40.0,38.0,46.0,46.0,23.0,3.0,38.0,5.0,21.0,13.0,28.0,13.0,30.0,14.0,26.0,43.0,34.0,41.0,44.0,['363'],Informatiekunde,Exact en Informatica,1.0,Information Sciences,47.0,0.0,both,information,developer
21PL,60300,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Computer Science,wo,master,33.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,29.0,7.0,25.0,4.0,13.0,5.0,7.0,0.0,7.0,2.0,36.0,29.0,18.0,7.0,9.0,['363'],,,1.0,Computer Science,0.0,0.0,left_only,computer science,developer
21PL,60802,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Parallel and Distributed Computer Systems,wo,master,4.0,1.0,7.0,7.0,9.0,2.0,4.0,1.0,4.0,0.0,5.0,14.0,11.0,5.0,4.0,10.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,7.0,1.0,14.0,7.0,10.0,6.0,8.0,['363'],Informatica,Exact en Informatica,1.0,Parallel and Distributed Computer Systems,7.0,25.0,both,computer,developer
21PL,65014,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Computer Science (joint degree),wo,master,0.0,0.0,46.0,5.0,35.0,2.0,30.0,8.0,53.0,18.0,0.0,51.0,37.0,38.0,71.0,0.0,0.0,3.0,1.0,11.0,1.0,14.0,2.0,29.0,4.0,0.0,4.0,12.0,16.0,33.0,['363'],,,1.0,Computer Science (joint degree),38.0,38.0,left_only,computer science,developer
21PL,65015,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Computational Science (joint degree),wo,master,0.0,,0.0,,0.0,,2.0,,1.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,['363'],,,1.0,Computational Science (joint degree),2.0,2.0,left_only,,developer
21PL,66856,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Business Analytics,wo,master,21.0,12.0,35.0,23.0,45.0,21.0,46.0,16.0,37.0,28.0,33.0,58.0,66.0,62.0,65.0,15.0,12.0,13.0,4.0,23.0,9.0,30.0,20.0,31.0,15.0,27.0,17.0,32.0,50.0,46.0,['363'],Wiskunde,Exact en Informatica,1.0,Business Analytics,59.0,172.0,both,analytic,data
21PL,66981,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Artificial Intelligence,wo,master,15.0,13.0,15.0,8.0,22.0,19.0,29.0,20.0,41.0,25.0,28.0,23.0,41.0,49.0,66.0,12.0,1.0,20.0,6.0,10.0,12.0,12.0,5.0,19.0,11.0,13.0,26.0,22.0,17.0,30.0,['363'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,54.0,128.0,both,"artificial, intelligence",developer
21PL,56826,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- en Informatiewetenschappen,wo,bachelor,4.0,39.0,13.0,40.0,12.0,55.0,22.0,62.0,11.0,58.0,43.0,53.0,67.0,84.0,69.0,7.0,20.0,11.0,49.0,9.0,19.0,6.0,18.0,7.0,17.0,27.0,60.0,28.0,24.0,24.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication and Information Studies,95.0,206.0,both,information,growth
21PL,66826,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- & Informatiewetenschappen,wo,master,12.0,31.0,16.0,50.0,8.0,40.0,16.0,40.0,6.0,37.0,43.0,66.0,48.0,56.0,43.0,6.0,54.0,13.0,21.0,14.0,33.0,10.0,48.0,14.0,39.0,60.0,34.0,47.0,58.0,53.0,['363'],Communicatie,Taal en Communicatie,0.0,Communication & Information Studies,58.0,0.0,both,information,growth
21PM,56615,Radboud Universiteit Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,bachelor,22.0,47.0,16.0,53.0,21.0,67.0,17.0,78.0,32.0,95.0,69.0,69.0,88.0,95.0,127.0,31.0,43.0,17.0,47.0,17.0,37.0,13.0,40.0,17.0,35.0,74.0,64.0,54.0,53.0,52.0,['268'],Communicatie,Taal en Communicatie,1.0,Communication Science,93.0,291.0,both,,growth
21PM,66615,Radboud Universiteit Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,master,27.0,44.0,22.0,48.0,18.0,40.0,18.0,71.0,19.0,69.0,71.0,70.0,58.0,89.0,88.0,22.0,39.0,25.0,43.0,23.0,44.0,19.0,49.0,21.0,65.0,61.0,68.0,67.0,68.0,86.0,['268'],Communicatie,Taal en Communicatie,1.0,Communication Science,90.0,0.0,both,,growth
21PM,56945,Radboud Universiteit Nijmegen,natuur,n.v.t. (natuur),Artificial Intelligence,wo,bachelor,0.0,0.0,0.0,0.0,94.0,54.0,80.0,45.0,103.0,44.0,0.0,0.0,148.0,125.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,44.0,13.0,0.0,0.0,0.0,51.0,57.0,['268'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,130.0,443.0,both,"artificial, intelligence",developer
21PM,56978,Radboud Universiteit Nijmegen,natuur,n.v.t. (natuur),Informatica,wo,bachelor,60.0,8.0,56.0,5.0,65.0,6.0,0.0,0.0,0.0,0.0,68.0,61.0,71.0,0.0,0.0,13.0,0.0,25.0,3.0,31.0,1.0,36.0,6.0,0.0,0.0,13.0,28.0,32.0,42.0,0.0,['268'],,,1.0,Informatica,0.0,0.0,left_only,informatica,developer
21PM,56981,Radboud Universiteit Nijmegen,natuur,n.v.t. (natuur),Kunstmatige Intelligentie,wo,bachelor,63.0,31.0,85.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,126.0,0.0,0.0,0.0,15.0,3.0,23.0,6.0,32.0,15.0,0.0,0.0,0.0,0.0,18.0,29.0,47.0,0.0,0.0,['268'],,,1.0,Kunstmatige Intelligentie,0.0,0.0,left_only,kunstmatige intelligentie,developer
21PM,59326,Radboud Universiteit Nijmegen,natuur,n.v.t. (natuur),Computing Science,wo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,123.0,17.0,138.0,26.0,0.0,0.0,0.0,140.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,3.0,0.0,0.0,0.0,1.0,43.0,['268'],Informatica,Exact en Informatica,1.0,Computing Science,161.0,418.0,both,,developer
